raw_start,raw_end,raw_length,Speaker
40292880,40343364,50484,SX353
40343364,40399480,56116,SX248
40399480,40439007,39527,SX339
40439007,40493689,54682,SI558
40493689,40545401,51712,SA1
40545401,40589126,43725,SA1
40589126,40641043,51917,SA2
40641043,40703815,62772,SI1139
40703815,40777339,73524,SX432
40777339,40825160,47821,SX337
40825160,40879535,54375,SX428
40879535,40909539,30004,SX86
40909539,40954800,45261,SX305
40954800,40990128,35328,SX415
40990128,41021258,31130,SI2062
41021258,41062833,41575,SX436
41062833,41098264,35431,SX106
41098264,41155506,57242,SA1
41155506,41184281,28775,SI1008
41184281,41225241,40960,SX300
41225241,41295181,69940,SI1098
41295181,41347815,52634,SI1979
41347815,41411815,64000,SA1
41411815,41454926,43111,SA2
41454926,41515650,60724,SX336
41515650,41576783,61133,SX416
41576783,41624092,47309,SX92
41624092,41655017,30925,SI1533
41655017,41698333,43316,SA2
41698333,41745642,47309,SX235
41745642,41823569,77927,SI2282
41823569,41873029,49460,SA1
41873029,41925663,52634,SA1
41925663,41963449,37786,SX246
41963449,42002566,39117,SA2
42002566,42047110,44544,SA2
42047110,42102509,55399,SX247
42102509,42150637,48128,SX218
42150637,42184634,33997,SX31
42184634,42223034,38400,SX391
42223034,42277204,54170,SA1
42277204,42293998,16794,SX70
42293998,42354824,60826,SI2151
42354824,42394658,39834,SX285
42394658,42445961,51303,SX76
42445961,42508118,62157,SI1431
42508118,42534333,26215,SX272
42534333,42603863,69530,SX352
42603863,42647383,43520,SI832
42647383,42695102,47719,SA1
42695102,42723365,28263,SX70
42723365,42767807,44442,SA2
42767807,42817983,50176,SX256
42817983,42889663,71680,SI1075
42889663,42929599,39936,SX245
42929599,42982233,52634,SX164
42982233,43032102,49869,SA2
43032102,43081766,49664,SX219
43081766,43130816,49050,SI684
43130816,43164301,33485,SX30
43164301,43218676,54375,SX435
43218676,43262299,43623,SX400
43262299,43317186,54887,SX92
43317186,43361628,44442,SA1
43361628,43405865,44237,SI1655
43405865,43453789,47924,SX338
43453789,43502839,49050,SX419
43502839,43544209,41370,SX448
43544209,43612203,67994,SI1616
43612203,43642002,29799,SI1941
43642002,43680914,38912,SX105
43680914,43730886,49972,SI1025
43730886,43776147,45261,SA2
43776147,43839738,63591,SX439
43839738,43884385,44647,SX424
43884385,43945621,61236,SA1
43945621,43995285,49664,SX232
43995285,44039317,44032,SX411
44039317,44073826,34509,SX24
44073826,44116732,42906,SA2
44116732,44144790,28058,SI1274
44144790,44191690,46900,SX164
44191690,44229578,37888,SI1245
44229578,44279447,49869,SX244
44279447,44321636,42189,SI847
44321636,44361163,39527,SX245
44361163,44392600,31437,SI1881
44392600,44441343,48743,SI1056
44441343,44503500,62157,SX347
44503500,44551219,47719,SI1982
44551219,44613581,62362,SX58
44613581,44675533,61952,SI655
44675533,44713217,37684,SI1932
44713217,44770869,57652,SA1
44770869,44799439,28570,SI1827
44799439,44877263,77824,SI2101
44877263,44928975,51712,SX117
44928975,44991951,62976,SX352
44991951,45061071,69120,SI880
45061071,45100905,39834,SA2
45100905,45134902,33997,SA2
45134902,45176272,41370,SX69
45176272,45229111,52839,SA1
45229111,45265463,36352,SX71
45265463,45306014,40551,SI1779
45306014,45339192,33178,SX150
45339192,45407596,68404,SX435
45407596,45436371,28775,SI1158
45436371,45518701,82330,SI1571
45518701,45560890,42189,SX57
45560890,45603182,42292,SX240
45603182,45634824,31642,SI2330
45634824,45672303,37479,SI1865
45672303,45701487,29184,SX93
45701487,45739478,37991,SA2
45739478,45796310,56832,SX165
45796310,45843414,47104,SX355
45843414,45889494,46080,SI1135
45889494,45922877,33383,SX207
45922877,45981348,58471,SA2
45981348,46056408,75060,SI892
46056408,46137202,80794,SX335
46137202,46187276,50074,SX121
46187276,46236736,49460,SA1
46236736,46293568,56832,SX153
46293568,46332890,39322,SX263
46332890,46403751,70861,SI808
46403751,46446657,42906,SX355
46446657,46496731,50074,SX360
46496731,46533288,36557,SI1777
46533288,46569128,35840,SX186
46569128,46639375,70247,SX251
46639375,46695081,55706,SI789
46695081,46734608,39527,SA2
46734608,46799940,65332,SI1372
46799940,46879505,79565,SI1429
46879505,46920773,41268,SX334
46920773,46949650,28877,SI2061
46949650,46986310,36660,SI1262
46986310,47031469,45159,SX272
47031469,47079802,48333,SX219
47079802,47133153,53351,SI1286
47133153,47187221,54068,SA1
47187221,47236783,49562,SI809
47236783,47286345,49562,SA2
47286345,47316144,29799,SX24
47316144,47360688,44544,SX265
47360688,47404106,43418,SA2
47404106,47448753,44647,SX443
47448753,47483467,34714,SX26
47483467,47567333,83866,SI1395
47567333,47602457,35124,SX132
47602457,47674547,72090,SI663
47674547,47747866,73319,SX251
47747866,47780430,32564,SX81
47780430,47859176,78746,SI1202
47859176,47906178,47002,SA2
47906178,47948470,42292,SX168
47948470,47991171,42701,SI2217
47991171,48025066,33895,SI1689
48025066,48050564,25498,SI2142
48050564,48104529,53965,SX73
48104529,48157777,53248,SA2
48157777,48194846,37069,SX24
48194846,48239595,44749,SA2
48239595,48283525,43930,SX62
48283525,48348549,65024,SX382
48348549,48400569,52020,SI1677
48400569,48430061,29492,SI1167
48430061,48473274,43213,SA2
48473274,48529287,56013,SX250
48529287,48607828,78541,SI1521
48607828,48644385,36557,SI1028
48644385,48690158,45773,SX182
48690158,48739003,48845,SX222
48739003,48782933,43930,SI1675
48782933,48856457,73524,SI1908
48856457,48915645,59188,SI2206
48915645,48961316,45671,SX421
48961316,49035147,73831,SX357
49035147,49081432,46285,SI1691
49081432,49132530,51098,SA1
49132530,49175846,43316,SI898
49175846,49217626,41780,SX144
49217626,49265140,47514,SX235
49265140,49298830,33690,SI757
49298830,49375221,76391,SI524
49375221,49420994,45773,SX219
49420994,49493391,72397,SA1
49493391,49539779,46388,SI2134
49539779,49601424,61645,SI867
49601424,49625079,23655,SI1470
49625079,49661739,36660,SX163
49661739,49712939,51200,SX141
49712939,49760146,47207,SX221
49760146,49814111,53965,SA1
49814111,49859167,45056,SX40
49859167,49913337,54170,SX245
49913337,49966995,53658,SA1
49966995,50010106,43111,SI1604
50010106,50081070,70964,SI501
50081070,50123157,42087,SX6
50123157,50176508,53351,SI874
50176508,50230780,54272,SI1964
50230780,50270716,39936,SA2
50270716,50309731,39015,SX405
50309731,50354275,44544,SA1
50354275,50403837,49562,SA2
50403837,50459645,55808,SX54
50459645,50497943,38298,SX273
50497943,50549246,51303,SA2
50549246,50599115,49869,SA1
50599115,50672024,72909,SI771
50672024,50718207,46183,SX240
50718207,50756915,38708,SI2146
50756915,50789479,32564,SX225
50789479,50845492,56013,SI807
50845492,50890753,45261,SX15
50890753,50928641,37888,SI2135
50928641,51006670,78029,SI1145
51006670,51043944,37274,SA2
51043944,51101698,57754,SX212
51101698,51139996,38298,SA2
51139996,51189046,49050,SI1552
51189046,51227549,38503,SI2296
51227549,51281719,54170,SI2232
51281719,51331281,49562,SX60
51331281,51384120,52839,SX328
51384120,51445970,61850,SI1377
51445970,51500447,54477,SA1
51500447,51544172,43725,SA1
51544172,51602540,58368,SI1457
51602540,51651897,49357,SX348
51651897,51695622,43725,SA2
51695622,51743034,47412,SX145
51743034,51791674,48640,SX76
51791674,51832122,40448,SX121
51832122,51874209,42087,SA2
51874209,51923976,49767,SX351
51923976,51978965,54989,SX338
51978965,52030473,51508,SX250
52030473,52101437,70964,SI1472
52101437,52138609,37172,SI1017
52138609,52193291,54682,SA1
52193291,52236709,43418,SI1314
52236709,52269785,33076,SX207
52269785,52300403,30618,SX381
52300403,52367783,67380,SI1466
52367783,52408641,40858,SA2
52408641,52445915,37274,SX386
52445915,52500085,54170,SA1
52500085,52576373,76288,SX181
52576373,52627778,51405,SI708
52627778,52680822,53044,SA1
52680822,52730384,49562,SI1137
52730384,52755677,25293,SI1621
52755677,52799402,43725,SI1563
52799402,52829303,29901,SX3
52829303,52867499,38196,SI1497
52867499,52916651,49152,SX351
52916651,52955768,39117,SX35
52955768,53003487,47719,SI1023
53003487,53043321,39834,SX64
53043321,53103533,60212,SI541
53103533,53151047,47514,SA2
53151047,53197435,46388,SI1928
53197435,53233992,36557,SX402
53233992,53295637,61645,SI2056
53295637,53371311,75674,SI1291
53371311,53410019,38708,SA2
53410019,53454051,44032,SX390
53454051,53495114,41063,SI539
53495114,53536074,40960,SI621
53536074,53583588,47514,SX52
53583588,53616152,32564,SI1882
53616152,53698175,82023,SI490
53698175,53735142,36967,SX363
53735142,53772723,37581,SI1661
53772723,53820442,47719,SX39
53820442,53875431,54989,SX398
53875431,53924379,48948,SA1
53924379,53964827,40448,SX46
53964827,54008450,43623,SI971
54008450,54048182,39732,SX131
54048182,54126621,78439,SI792
54126621,54157341,30720,SI1520
54157341,54204855,47514,SA1
54204855,54243870,39015,SI2155
54243870,54297835,53965,SX417
54297835,54325688,27853,SX257
54325688,54381599,55911,SI849
54381599,54439148,57549,SI951
54439148,54520454,81306,SI1464
54520454,54580461,60007,SX448
54580461,54614049,33588,SX16
54614049,54665454,51405,SA1
54665454,54731912,66458,SX120
54731912,54783420,51508,SX15
54783420,54829091,45671,SX285
54829091,54904970,75879,SI879
54904970,54972145,67175,SX160
54972145,55023345,51200,SX167
55023345,55067070,43725,SX61
55067070,55103627,36557,SX377
55103627,55147659,44032,SA1
55147659,55205925,58266,SX117
55205925,55253746,47821,SA2
55253746,55269926,16180,SI2018
55269926,55327373,57447,SX426
55327373,55390657,63284,SX352
55390657,55428341,37684,SX65
55428341,55483637,55296,SX437
55483637,55549276,65639,SX116
55549276,55615324,66048,SA2
55615324,55655363,40039,SI1674
55655363,55696938,41575,SI2158
55696938,55752439,55501,SX423
55752439,55823198,70759,SI1368
55823198,55872350,49152,SX67
55872350,55916075,43725,SX316
55916075,55940344,24269,SI2144
55940344,55996255,55911,SX153
55996255,56045510,49255,SA2
56045510,56097530,52020,SX340
56097530,56163374,65844,SI1312
56163374,56268744,105370,SI714
56268744,56312060,43316,SX85
56312060,56349436,37376,SA2
56349436,56401968,52532,SI1638
56401968,56459722,57754,SX122
56459722,56520138,60416,SA1
56520138,56599806,79668,SI837
56599806,56651928,52122,SA1
56651928,56699647,47719,SA1
56699647,56732723,33076,SX81
56732723,56798976,66253,SI955
56798976,56862976,64000,SA1
56862976,56895949,32973,SX381
56895949,56923700,27751,SX307
56923700,56951963,28263,SX72
56951963,57007567,55604,SX164
57007567,57062454,54887,SX341
57062454,57144579,82125,SX349
57144579,57197213,52634,SI1235
57197213,57250052,52839,SX212
57250052,57296952,46900,SI893
57296952,57330540,33588,SX300
57330540,57369248,38708,SX271
57369248,57426388,57140,SA2
57426388,57458235,31847,SI1702
57458235,57503087,44852,SX57
57503087,57548963,45876,SA2
57548963,57603031,54068,SX259
57603031,57654743,51712,SX412
57654743,57717719,62976,SA2
57717719,57750385,32666,SX393
57750385,57818686,68301,SX166
57818686,57851045,32359,SA2
57851045,57901631,50586,SA2
57901631,57964403,62772,SX309
57964403,58017037,52634,SX122
58017037,58051034,33997,SX127
58051034,58101722,50688,SA1
58101722,58126094,24372,SX59
58126094,58175554,49460,SA1
58175554,58235254,59700,SX446
58235254,58292701,57447,SX258
58292701,58348407,55706,SX328
58348407,58383428,35021,SX85
58383428,58405342,21914,SI2141
58405342,58435448,30106,SX225
58435448,58484088,48640,SA2
58484088,58534879,50791,SX375
58534879,58566316,31437,SX125
58566316,58580960,14644,SX70
58580960,58625402,44442,SX238
58625402,58700154,74752,SI1156
58700154,58749716,49562,SA2
58749716,58783713,33997,SX445
58783713,58833889,50176,SX226
58833889,58899221,65332,SI988
58899221,58948885,49664,SI1517
58948885,58996194,47309,SI930
58996194,59042274,46080,SX186
59042274,59107913,65639,SI1410
59107913,59143753,35840,SA2
59143753,59211337,67584,SX251
59211337,59244822,33485,SI1885
59244822,59289469,44647,SI1799
59289469,59363709,74240,SI1300
59363709,59393405,29696,SI2184
59393405,59450237,56832,SX308
59450237,59469489,19252,SI1949
59469489,59526117,56628,SX343
59526117,59567999,41882,SA2
59567999,59602815,34816,SX225
59602815,59653094,50279,SX443
59653094,59709414,56320,SI2325
59709414,59789389,79975,SX327
59789389,59822260,32871,SX237
59822260,59860456,38196,SI1618
59860456,59910837,50381,SA1
59910837,59958761,47924,SX243
59958761,60010064,51303,SA1
60010064,60056042,45978,SX443
60056042,60098129,42087,SX83
60098129,60128235,30106,SX182
60128235,60164587,36352,SX42
60164587,60200427,35840,SX86
60200427,60270367,69940,SX327
60270367,60293100,22733,SI1996
60293100,60367238,74138,SI1079
60367238,60406458,39220,SA2
60406458,60457044,50586,SI711
60457044,60529236,72192,SX67
60529236,60573576,44340,SX240
60573576,60606652,33076,SX384
60606652,60651196,44544,SA2
60651196,60682633,31437,SX17
60682633,60741821,59188,SI1082
60741821,60782167,40346,SA2
60782167,60833060,50893,SA2
60833060,60871153,38093,SX87
60871153,60917131,45978,SA2
60917131,60979391,62260,SA2
60979391,61013695,34304,SX249
61013695,61052710,39015,SX308
61052710,61093261,40551,SX158
61093261,61124084,30823,SI2315
61124084,61172929,48845,SX61
61172929,61228225,55296,SX220
61228225,61271541,43316,SA2
61271541,61343938,72397,SI866
61343938,61385103,41165,SI778
61385103,61436611,51508,SX444
61436611,61484535,47924,SA1
61484535,61525598,41063,SX361
61525598,61576082,50484,SI885
61576082,61624210,48128,SA1
61624210,61672748,48538,SI1408
61672748,61725280,52532,SA1
61725280,61802490,77210,SX167
61802490,61848161,45671,SX147
61848161,61874376,26215,SX31
61874376,61934280,59904,SA1
61934280,61981077,46797,SA1
61981077,62029001,47924,SA2
62029001,62081225,52224,SA1
62081225,62118806,37581,SX168
62118806,62154646,35840,SX105
62154646,62188438,33792,SX90
62188438,62217315,28877,SX187
62217315,62248752,31437,SI766
62248752,62330263,81511,SI2230
62330263,62388222,57959,SA1
62388222,62431435,43213,SX395
62431435,62496562,65127,SI509
62496562,62527180,30618,SI645
62527180,62582886,55706,SX234
62582886,62635725,52839,SA1
62635725,62688052,52327,SI2132
62688052,62736283,48231,SX210
62736283,62777448,41165,SX92
62777448,62842882,65434,SA1
62842882,62889474,46592,SX38
62889474,62932585,43111,SA2
62932585,62969961,37376,SI2100
62969961,63013993,44032,SX235
63013993,63072873,58880,SI1589
63072873,63112809,39936,SX117
63112809,63165033,52224,SI1073
63165033,63193091,28058,SX225
63193091,63261699,68608,SI1380
63261699,63335120,73421,SI598
63335120,63368605,33485,SX17
63368605,63418781,50176,SA1
63418781,63457693,38912,SI2124
63457693,63516164,58471,SA1
63516164,63578424,62260,SX215
63578424,63616517,38093,SX354
63616517,63649388,32871,SI594
63649388,63685126,35738,SX72
63685126,63771450,86324,SI712
63771450,63851220,79770,SI1516
63851220,63893409,42189,SA2
63893409,63944712,51303,SX402
63944712,63983829,39117,SX182
63983829,64023970,40141,SX416
64023970,64082543,58573,SI1782
64082543,64125244,42701,SI1693
64125244,64160777,35533,SX254
64160777,64197437,36660,SX421
64197437,64260925,63488,SA1
64260925,64309258,48333,SX144
64309258,64351857,42599,SX40
64351857,64408485,56628,SI1244
64408485,64482111,73626,SX438
64482111,64521535,39424,SI1748
64521535,64573247,51712,SX392
64573247,64613593,40346,SX245
64613593,64661107,47514,SX129
64661107,64706675,45568,SA1
64706675,64739853,33178,SX225
64739853,64780916,41063,SI2152
64780916,64849115,68199,SA1
64849115,64908917,59802,SI1287
64908917,64972917,64000,SX350
64972917,65024220,51303,SX376
65024220,65073475,49255,SX111
65073475,65131331,57856,SI1960
65131331,65171267,39936,SA2
65171267,65222263,50996,SX172
65222263,65265169,42906,SX252
65265169,65307870,42701,SI1995
65307870,65330398,22528,SX202
65330398,65377298,46900,SI956
65377298,65400748,23450,SI1679
65400748,65457990,57242,SI1388
65457990,65497926,39936,SX146
65497926,65549434,51508,SX129
65549434,65587834,38400,SX412
65587834,65619066,31232,SX266
65619066,65645588,26522,SI552
65645588,65694024,48436,SX433
65694024,65740207,46183,SA2
65740207,65795094,54887,SX428
65795094,65866160,71066,SX84
65866160,65964772,98612,SI2066
65964772,66022526,57754,SA1
66022526,66064101,41575,SX395
66064101,66141004,76903,SI483
66141004,66194867,53863,SI704
66194867,66242381,47514,SX332
66242381,66298394,56013,SX178
66298394,66348878,50484,SX392
66348878,66401819,52941,SA1
66401819,66436635,34816,SX21
66436635,66507189,70554,SA1
66507189,66561461,54272,SX332
66561461,66621877,60416,SX239
66621877,66654850,32973,SI1513
66654850,66699804,44954,SA1
66699804,66750185,50381,SA1
66750185,66800976,50791,SA1
66800976,66853917,52941,SX142
66853917,66900202,46285,SA2
66900202,66947102,46900,SX91
66947102,67013458,66356,SX244
67013458,67082066,68608,SI1499
67082066,67130194,48128,SA1
67130194,67186002,55808,SX435
67186002,67224607,38605,SA2
67224607,67283692,59085,SA1
67283692,67330489,46797,SI1613
67330489,67392749,62260,SI984
67392749,67436986,44237,SX378
67436986,67467911,30925,SX196
67467911,67506311,38400,SI1590
67506311,67568980,62669,SA1
67568980,67619566,50586,SA2
67619566,67675272,55706,SX333
67675272,67722376,47104,SA1
67722376,67759240,36864,SA2
67759240,67805218,45978,SI1557
67805218,67868706,63488,SX232
67868706,67892975,24269,SI2269
67892975,67947964,54989,SX367
67947964,67992611,44647,SA2
67992611,68048522,55911,SA1
68048522,68103716,55194,SA1
68103716,68150820,47104,SX287
68150820,68203864,53044,SX84
68203864,68266943,63079,SI1892
68266943,68312921,45978,SX213
68312921,68362381,49460,SX142
68362381,68422695,60314,SX439
68422695,68477582,54887,SI1064
68477582,68517621,40039,SX108
68517621,68561858,44237,SX163
68561858,68630057,68199,SI1443
68630057,68676547,46490,SX386
68676547,68726723,50176,SX419
68726723,68753143,26420,SI1699
68753143,68792363,39220,SA2
68792363,68860767,68404,SX449
68860767,68912377,51610,SX358
68912377,68966342,53965,SX60
68966342,68993888,27546,SI1475
68993888,69034951,41063,SI1148
69034951,69081646,46695,SA2
69081646,69133563,51917,SA2
69133563,69191112,57549,SA2
69191112,69254191,63079,SX343
69254191,69297097,42906,SX180
69297097,69321264,24167,SI1706
69321264,69378916,57652,SI533
69378916,69423563,44647,SX97
69423563,69492786,69223,SI741
69492786,69548594,55808,SX60
69548594,69600102,51508,SI1253
69600102,69643725,43623,SA1
69643725,69694925,51200,SA2
69694925,69734964,40039,SX130
69734964,69783297,48333,SX155
69783297,69839720,56423,SX88
69839720,69911810,72090,SI710
69911810,69942633,30823,SI1637
69942633,69983593,40960,SX39
69983593,70040016,56423,SA1
70040016,70075856,35840,SA2
70075856,70128695,52839,SA1
70128695,70206417,77722,SX349
70206417,70245739,39322,SI1879
70245739,70302879,57140,SX343
70302879,70325612,22733,SI1897
70325612,70370771,45159,SI1642
70370771,70412858,42087,SI1868
70412858,70484846,71988,SI1402
70484846,70518946,34100,SX22
70518946,70561750,42804,SA2
70561750,70610595,48845,SI1646
70610595,70652887,42292,SX105
70652887,70705828,52941,SX221
70705828,70760612,54784,SX149
70760612,70795838,35226,SA2
70795838,70840792,44954,SX376
70840792,70871922,31130,SX425
70871922,70905407,33485,SX252
70905407,70943193,37786,SA2
70943193,70996134,52941,SX417
70996134,71031155,35021,SI721
71031155,71076416,45261,SX52
71076416,71119117,42701,SI1859
71119117,71193562,74445,SA1
71193562,71275073,81511,SA1
71275073,71317672,42599,SI2012
71317672,71352079,34407,SI2226
71352079,71437379,85300,SI1068
71437379,71476291,38912,SI1203
71476291,71530154,53863,SI613
71530154,71591287,61133,SX440
71591287,71632759,41472,SA2
71632759,71674334,41575,SX322
71674334,71732805,58471,SX286
71732805,71767621,34816,SX344
71767621,71809810,42189,SI2335
71809810,71853330,43520,SX419
71853330,71896850,43520,SX37
71896850,71950201,53351,SX439
71950201,71978259,28058,SI786
71978259,72020039,41780,SA2
72020039,72095508,75469,SX350
72095508,72138414,42906,SA2
72138414,72182856,44442,SA2
72182856,72236002,53146,SX338
72236002,72284847,48845,SA2
72284847,72328060,43213,SI468
72328060,72380080,52020,SX449
72380080,72424215,44135,SI2127
72424215,72460260,36045,SX434
72460260,72500708,40448,SA1
72500708,72540849,40141,SX358
72540849,72585291,44442,SX18
72585291,72630347,45056,SX288
72630347,72666495,36148,SX93
72666495,72720051,53556,SX359
72720051,72760704,40653,SX144
72760704,72816103,55399,SA1
72816103,72852251,36148,SX158
72852251,72893007,40756,SX162
72893007,72955471,62464,SX324
72955471,72980662,25191,SX307
72980662,73028483,47821,SX395
73028483,73079683,51200,SA2
73079683,73128119,48436,SX141
73128119,73176759,48640,SX81
73176759,73243934,67175,SI1044
73243934,73302302,58368,SI1071
73302302,73342341,40039,SX254
73342341,73391596,49255,SX267
73391596,73431430,39834,SX393
73431430,73484576,53146,SX211
73484576,73528916,44340,SX151
73528916,73570593,41677,SX46
73570593,73611041,40448,SX429
73611041,73660091,49050,SI1775
73660091,73706171,46080,SX260
73706171,73778056,71885,SA1
73778056,73823317,45261,SX273
73823317,73867042,43725,SA1
73867042,73905442,38400,SX377
73905442,73967087,61645,SA1
73967087,74015215,48128,SX90
74015215,74084335,69120,SI900
74084335,74116694,32359,SX291
74116694,74165027,48333,SX309
74165027,74211415,46388,SX51
74211415,74245105,33690,SX107
74245105,74271934,26829,SI1660
74271934,74317707,45773,SA2
74317707,74404440,86733,SI1225
74404440,74484415,79975,SX420
74484415,74522201,37786,SI2317
74522201,74617433,95232,SX421
74617433,74677849,60416,SX332
74677849,74720038,42189,SX15
74720038,74774310,54272,SX220
74774310,74830221,55911,SI1856
74830221,74883265,53044,SI1767
74883265,74927297,44032,SX32
74927297,74988123,60826,SA2
74988123,75066255,78132,SI1784
75066255,75127695,61440,SA1
75127695,75166607,38912,SI1514
75166607,75202345,35738,SX242
75202345,75244739,42394,SI887
75244739,75299011,54272,SA2
75299011,75332496,33485,SI2221
75332496,75386154,53658,SX88
75386154,75420970,34816,SA2
75420970,75463262,42292,SI1975
75463262,75504325,41063,SX405
75504325,75561874,57549,SI826
75561874,75604780,42906,SI1727
75604780,75642873,38093,SX235
75642873,75679942,37069,SX325
75679942,75734419,54477,SX259
75734419,75797293,62874,SA1
75797293,75854842,57549,SX348
75854842,75911572,56730,SA2
75911572,75998203,86631,SI1311
75998203,76041211,43008,SA1
76041211,76080840,39629,SI2163
76080840,76145148,64308,SX181
76145148,76185699,40551,SX252
76185699,76256765,71066,SI1815
76256765,76292913,36148,SI765
76292913,76350360,57447,SI1358
76350360,76387429,37069,SA2
76387429,76429618,42189,SX154
76429618,76472831,43213,SX378
76472831,76544307,71476,SI746
76544307,76587827,43520,SX447
76587827,76616192,28365,SI2015
76616192,76684698,68506,SA1
76684698,76729140,44442,SI465
76729140,76800411,71271,SI915
76800411,76856424,56013,SX353
76856424,76897180,40756,SX69
76897180,76939676,42496,SX424
76939676,76980841,41165,SA2
76980841,77052624,71783,SX428
77052624,77095940,43316,SX68
77095940,77137720,41780,SA2
77137720,77186668,48948,SA1
77186668,77238790,52122,SX129
77238790,77273402,34612,SI474
77273402,77310983,37581,SA2
77310983,77365051,54068,SA2
77365051,77403963,38912,SI2202
77403963,77455163,51200,SI1062
77455163,77496840,41677,SI777
77496840,77528994,32154,SA2
77528994,77585417,56423,SA1
77585417,77622589,37172,SX128
77622589,77658839,36250,SX386
77658839,77709527,50688,SX397
77709527,77760523,50996,SA1
77760523,77804555,44032,SI2143
77804555,77841419,36864,SA2
77841419,77906751,65332,SX142
77906751,77953446,46695,SX97
77953446,78011302,57856,SI1053
78011302,78048576,37274,SI1766
78048576,78085338,36762,SX427
78085338,78141351,56013,SX258
78141351,78203201,61850,SX441
78203201,78266587,63386,SI572
78266587,78342978,76391,SI1608
78342978,78398786,55808,SX291
78398786,78448348,49562,SA1
78448348,78482243,33895,SA2
78482243,78522077,39834,SX226
78522077,78572356,50279,SX449
78572356,78639428,67072,SI1776
78639428,78681720,42292,SX74
78681720,78717663,35943,SA2
78717663,78754937,37274,SX51
78754937,78798150,43213,SX239
78798150,78839725,41575,SI2137
78839725,78894202,54477,SA2
78894202,78932398,38196,SX51
78932398,78979400,47002,SA2
78979400,79016776,37376,SA2
79016776,79049852,33076,SI2243
79049852,79097980,48128,SX339
79097980,79137200,39220,SX15
79137200,79183280,46080,SX226
79183280,79216151,32871,SX448
79216151,79289675,73524,SI1048
79289675,79330635,40960,SA2
79330635,79393202,62567,SI1298
79393202,79433241,40039,SX310
79433241,79496320,63079,SI2044
79496320,79540250,43930,SX431
79540250,79605786,65536,SI1138
79605786,79651559,45773,SA2
79651559,79713511,61952,SI1751
